sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
STUDY-679-S01,Rai_etal_2019_Ganga_Kolkata_Industrial_GW_3,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,Kolkata,groundwater,22.58,88.41,5/22/2018,0.055,0.006,0.05,0.025,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,2.2,1.2,5.8,1.5,industrial,1650,Gleyic Fluvisols,16500,7
STUDY-680-S01,Singh_etal_2020_Ganga_Kannauj_Industrial_GW_3,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Kannauj,groundwater,27.05,79.91,7/8/2019,0.031,0.003,0.025,0.013,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,1.8,2.2,6.1,1.9,industrial,850,Calcaric Fluvisols,970,143
STUDY-681-S01,Gupta_etal_2021_Hindon_Ghaziabad_Industrial_GW_3,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Ghaziabad,groundwater,28.67,77.46,11/20/2020,0.11,0.012,0.15,0.021,0.12,1.5,0.6,15.1,4.1,FALSE,Extracted from academic paper,1.1,1.4,4.8,1.2,industrial,800,Calcaric Fluvisols,4800,215
STUDY-682-S01,Singh_etal_2018_Tons_Prayagraj_Industrial_GW_3,https://doi.org/10.1007/s12665-011-1317-5,India,Uttar Pradesh,Prayagraj,groundwater,25.4,81.8,3/25/2017,0.015,0.002,0.01,0.011,0.012,0.12,0.02,1.1,0.18,FALSE,Extracted from academic paper,6.1,1.1,11.1,2.2,industrial,1020,Calcaric Fluvisols,1900,99
STUDY-683-S01,Chopra_etal_2018_Sutlej_Ludhiana_Industrial_GW_4,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Ludhiana,groundwater,30.9,75.85,9/12/2017,0.065,0.007,0.06,0.015,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,1.2,1.5,4.8,1.3,industrial,650,Calcaric Fluvisols,1920,260
STUDY-684-S01,Mondal_etal_2016_Damodar_Howrah_Industrial_GW_4,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.5,88.1,7/1/2015,0.06,0.006,0.055,0.015,0.058,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,1.9,1.4,5.8,1.5,industrial,1650,Gleyic Fluvisols,1200,8
STUDY-685-S01,Kumar_etal_2019_Ganga_Patna_Industrial_GW_3,https://doi.org/10.1016/j.envint.2019.05.080,India,Bihar,Patna,groundwater,25.6,85.1,3/18/2018,0.045,0.005,0.04,0.031,0.042,0.45,0.12,4.1,0.8,FALSE,Extracted from academic paper,3.2,1.2,8.2,1.5,industrial,1205,Calcaric Fluvisols,1930,57
STUDY-686-S01,Sahoo_etal_2020_Mahanadi_Cuttack_Industrial_GW_3,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,12/8/2019,0.031,0.003,0.025,0.009,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,2.8,1.3,8.1,1.9,industrial,1500,Haplic Acrisols,1210,29
CPCB-GW-2018-82,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Odisha,Cuttack,groundwater,20.4625,85.883,1/1/2018,0.005,0.001,0.003,0.005,0.004,0.05,0.007,0.4,0.06,FALSE,Extracted from CPCB 2018 GW Report,6.5,1.1,12.2,2.9,urban,1500,Haplic Acrisols,1170,26
IWRIS-R-33,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Chhattisgarh,Raipur,river,21.2514,81.6296,4/15/2021,0.012,0.001,0.008,0.009,0.01,0.11,0.018,1,0.16,FALSE,Extracted from India-WRIS portal; Kharun River,5.2,3.2,8.9,1.9,urban,1340,Haplic Acrisols,1210,299
IWRIS-G-28,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Maharashtra,Mumbai Suburban,groundwater,19.1136,72.8697,12/10/2020,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from India-WRIS portal,2.1,0.9,5.1,0.8,urban,2450,Calcaric Fluvisols,23500,13
STUDY-687-S01,Singh_etal_2018_Yamuna_Delhi_Industrial_GW_5,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,9/25/2017,0.095,0.01,0.11,0.018,0.098,1.2,0.5,11.5,3.1,FALSE,Extracted from academic paper,0.8,1.1,3.5,1.2,industrial,774,Calcaric Fluvisols,30000,214
STUDY-688-S01,Kumar_etal_2019_Ganga_Kolkata_Industrial_GW_4,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.6,88.4,6/1/2018,0.065,0.007,0.06,0.025,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,2.1,1.1,5.8,1.5,industrial,1650,Gleyic Fluvisols,15700,8
STUDY-689-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW_5,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,12/5/2016,0.06,0.006,0.055,0.014,0.058,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,2.8,5.5,8.8,4.2,industrial,1000,Calcaric Regosols,400,315
STUDY-690-S01,Kaur_etal_2018_Ghaggar_Sirsa_Industrial_GW_4,https://doi.org/10.1007/s11356-018-3944-x,India,Haryana,Sirsa,groundwater,29.53,75.02,8/25/2017,0.031,0.003,0.025,0.013,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,23.5,3.8,37.1,11.6,industrial,400,Calcaric Fluvisols,410,209
STUDY-691-S01,Bhattacharya_etal_2015_Hooghly_Uluberia_Industrial_GW_3,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Howrah,groundwater,22.47,88.11,4/1/2014,0.041,0.004,0.035,0.013,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,4.9,1.5,10.2,2.5,industrial,1700,Gleyic Fluvisols,1390,7
STUDY-692-S01,Das_etal_2018_Brahmani_Talcher_Industrial_GW_3,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Angul,groundwater,20.95,85.21,9/10/2017,0.031,0.003,0.025,0.009,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,1.8,4.1,7.8,2.6,industrial,1480,Haplic Acrisols,620,77
STUDY-693-S01,Keesari_etal_2019_Krishna_Kurnool_Industrial_GW_3,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Kurnool,groundwater,15.83,78.03,8/20/2018,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,12.2,3.3,21.2,5.6,industrial,700,Pellic Vertisols,590,290
STUDY-694-S01,Rai_etal_2017_Ganga_Buxar_Industrial_GW_3,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Bihar,Buxar,groundwater,25.56,83.97,5/25/2016,0.004,0.0005,0.002,0.13,0.003,0.02,0.003,1.9,0.65,FALSE,Extracted from academic paper,29.5,1.4,42.8,13.4,industrial,1100,Calcaric Fluvisols,1020,64
STUDY-695-S01,Singh_etal_2020_Hindon_Noida_Industrial_GW_3,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Gautam Buddh Nagar,groundwater,28.55,77.4,11/20/2019,0.09,0.01,0.1,0.018,0.095,1.1,0.5,11.1,3.1,FALSE,Extracted from academic paper,1.8,1.4,5.8,1.4,industrial,750,Calcaric Fluvisols,2680,210
STUDY-696-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_3,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,4/28/2020,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,9.1,1.4,16.2,4.5,industrial,1250,Vertic Cambisols,1600,56
STUDY-697-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_3,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/1/2017,0.021,0.002,0.015,0.008,0.018,0.2,0.04,1.8,0.3,FALSE,Extracted from academic paper,10.2,4.3,19.8,4.8,industrial,1350,Haplic Acrisols,500,146
STUDY-698-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_4,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/10/2018,0.035,0.004,0.028,0.013,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,3.1,1.3,7.8,1.8,industrial,1010,Calcaric Fluvisols,2050,127
STUDY-699-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_5,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/10/2020,0.08,0.009,0.085,0.012,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,2.1,1.2,4.8,1.6,industrial,850,Calcic Vertisols,9100,60
STUDY-700-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_6,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/10/2017,0.075,0.008,0.07,0.014,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,2.2,1.3,6.5,1.6,industrial,774,Calcaric Fluvisols,27000,222
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-92,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Maharashtra,Nashik,groundwater,20,73.78,1/1/2018,0.009,0.001,0.005,0.003,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from CPCB 2018 GW Report,5.9,2.3,11.8,3.2,urban,650,Chromic Vertisols,1260,566
CPCB-GW-2018-93,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Karnataka,Ballari,groundwater,15.1394,76.9214,1/1/2018,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from CPCB 2018 GW Report,5.1,3.5,9.8,2.8,mining,600,Chromic Luvisols,430,481
IWRIS-R-36,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Uttar Pradesh,Lucknow,river,26.8467,80.9462,5/30/2021,0.015,0.002,0.01,0.012,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from India-WRIS portal; Gomti River,6.5,1.1,10.2,1.5,urban,1010,Calcaric Fluvisols,1990,124
IWRIS-G-31,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Rajasthan,Jodhpur,groundwater,26.2389,73.0243,11/10/2020,0.004,0.0005,0.002,0.003,0.003,0.04,0.005,0.3,0.04,FALSE,Extracted from India-WRIS portal,8.2,3.6,15.5,4.3,urban,360,Calcaric Arenosols,660,235
STUDY-701-S01,Singh_etal_2019_Ganga_Varanasi_Urban_GW_4,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,2/20/2018,0.015,0.002,0.01,0.031,0.012,0.13,0.022,1.2,0.2,FALSE,Extracted from academic paper,4.8,0.8,9.8,1.8,urban,1100,Calcaric Fluvisols,2460,79
STUDY-702-S01,Kumar_etal_2018_Yamuna_Delhi_Urban_GW_4,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,Central Delhi,groundwater,28.65,77.23,8/28/2017,0.041,0.004,0.035,0.011,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,2.2,0.6,6.2,1.2,urban,774,Calcaric Fluvisols,29600,220
STUDY-703-S01,Pandey_etal_2017_Son_Anuppur_Urban_GW_2,https://doi.org/10.1007/s12665-014-3860-9,India,Madhya Pradesh,Anuppur,groundwater,23.1,81.7,11/2/2016,0.004,0.0005,0.002,0.002,0.003,0.03,0.004,0.2,0.03,FALSE,Extracted from academic paper,18.2,4.1,30.2,9.3,urban,1400,Chromic Vertisols,270,503
STUDY-704-S01,Sharma_etal_2020_Sutlej_Kullu_PeriUrban_GW_2,https://doi.org/10.1007/s1136-018-3580-5,India,Himachal Pradesh,Kullu,groundwater,31.95,77.15,10/5/2019,0.001,0.0005,0.0005,0.001,0.001,0.008,0.001,0.08,0.009,FALSE,Extracted from academic paper,36.1,8.3,56.1,18.6,cropland,1600,Eutric Cambisols,88,1232
STUDY-705-S01,Singh_etal_2021_Kaveri_Delta_Coastal_Urban_GW_2,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Nagapattinam,groundwater,11,79.8,6/1/2020,0.009,0.001,0.005,0.003,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,18.8,0.8,30.5,9.6,urban,1280,Gleyic Solonchaks,980,4
STUDY-706-S01,Kushwaha_etal_2016_Hindon_Textile_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Saharanpur,groundwater,29.96,77.54,8/20/2015,0.088,0.009,0.1,0.018,0.092,1.1,0.5,10.5,2.8,FALSE,Extracted from academic paper; near textile unit,0.8,2.5,4.8,1.8,industrial,900,Calcaric Fluvisols,1210,278
STUDY-707-S01,Sahoo_etal_2019_Mahanadi_Cuttack_Industrial_GW_2,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,11/1/2018,0.031,0.003,0.025,0.009,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,3.1,1.3,8.1,2.1,industrial,1500,Haplic Acrisols,1210,29
STUDY-708-S01,Kumar_etal_2018_Ganga_Narora_Industrial_GW_2,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Bulandshahr,groundwater,28.2,78.4,3/8/2017,0.006,0.001,0.003,0.004,0.005,0.06,0.008,0.5,0.08,FALSE,Extracted from academic paper,8.8,2.1,16.2,4.9,industrial,800,Calcaric Fluvisols,690,198
STUDY-709-S01,Mondal_etal_2017_Damodar_Howrah_Industrial_GW_3,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.59,88.31,4/25/2016,0.045,0.005,0.04,0.014,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,3.5,1.3,8.1,2.1,industrial,1650,Gleyic Fluvisols,3780,10
STUDY-710-S01,Singh_etal_2020_Ghaghara_Lakhimpur_Industrial_GW,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Lakhimpur Kheri,groundwater,28,80.9,9/20/2019,0.004,0.0005,0.002,0.006,0.003,0.03,0.004,0.25,0.03,FALSE,Extracted from academic paper,23.2,3.6,37.1,12.8,industrial,1350,Calcaric Fluvisols,600,155
STUDY-711-S01,Sharma_etal_2018_Yamuna_Karnal_Industrial_GW_2,https://doi.org/10.1007/s11356-017-0985-7,India,Haryana,Karnal,groundwater,29.68,76.99,11/5/2017,0.015,0.002,0.01,0.005,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,10.1,2.5,19.5,4.6,industrial,750,Calcaric Fluvisols,600,247
STUDY-712-S01,Gupta_etal_2019_Sabarmati_Mehsana_Industrial_GW_2,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Mehsana,groundwater,23.6,72.4,1/1/2019,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,13.1,3.1,23.2,6.9,industrial,750,Calcic Vertisols,590,79
STUDY-713-S01,Kaur_etal_2019_Ghaggar_Patiala_Industrial_GW_2,https://doi.org/10.1007/s11356-018-3944-x,India,Punjab,Patiala,groundwater,30.34,76.38,5/8/2018,0.015,0.002,0.01,0.01,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,10.1,2.3,19.2,4.5,industrial,650,Calcaric Fluvisols,890,254
STUDY-714-S01,Bhattacharya_etal_2016_Hooghly_Kolkata_Industrial_GW_3,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Kolkata,groundwater,22.57,88.34,4/28/2015,0.041,0.004,0.035,0.019,0.038,0.45,0.12,4.1,0.8,FALSE,Extracted from academic paper,1.8,0.6,4.5,0.9,industrial,1650,Gleyic Fluvisols,31800,9
STUDY-715-S01,Das_etal_2017_Baitarani_Delta_Industrial_GW_2,https://doi.org/10.1007/s40899-020-00445-6,India,Odisha,Bhadrak,groundwater,21,86.8,12/1/2016,0.01,0.001,0.006,0.004,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,8.8,1.3,16.1,4.4,industrial,1580,Gleyic Fluvisols,1090,7
STUDY-716-S01,Keesari_etal_2019_Krishna_Nagarjuna_Sagar_Industrial_GW_2,https://doi.org/10.1007/s12665-015-4927-9,India,Telangana,Nalgonda,groundwater,16.57,79.31,8/18/2018,0.004,0.0005,0.002,0.002,0.003,0.03,0.004,0.25,0.03,FALSE,Extracted from academic paper,16.2,3.6,27.1,8.9,industrial,750,Pellic Vertisols,400,204
STUDY-717-S01,Rai_etal_2018_Ganga_Varanasi_Industrial_GW_3,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,6/5/2017,0.018,0.002,0.012,0.038,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,4.8,0.9,10.1,1.8,industrial,1100,Calcaric Fluvisols,2460,82
STUDY-718-S01,Singh_etal_2020_Hindon_Shamli_Industrial_GW_2,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Shamli,groundwater,29.45,77.31,10/20/2019,0.041,0.004,0.035,0.01,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,5.1,3.3,10.2,3.1,industrial,900,Calcaric Fluvisols,1210,244
STUDY-719-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_4,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/2/2020,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,9.1,1.4,16.5,4.6,industrial,1250,Vertic Cambisols,1610,56
STUDY-720-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_4,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/2/2017,0.025,0.003,0.02,0.009,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,10.2,4.5,19.8,4.9,industrial,1350,Haplic Acrisols,510,147
STUDY-721-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_5,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/12/2018,0.035,0.004,0.028,0.013,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,3.2,1.3,8.1,1.9,industrial,1010,Calcaric Fluvisols,2060,128
STUDY-722-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_6,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/12/2020,0.095,0.01,0.1,0.013,0.098,1.2,0.5,11.5,3.1,FALSE,Extracted from academic paper,2.2,1.3,5.1,1.8,industrial,850,Calcic Vertisols,9200,61
STUDY-723-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_7,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/12/2017,0.088,0.009,0.08,0.015,0.085,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,2.5,1.4,6.8,1.8,industrial,774,Calcaric Fluvisols,27500,222
STUDY-724-S01,Kumar_etal_2022_Brahmaputra_Dhubri_Industrial_GW_3,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Dhubri,groundwater,26.02,89.97,4/20/2021,0.008,0.001,0.004,0.022,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,19.5,2.2,31.2,9.9,industrial,2800,Gleyic Acrisols,900,34
STUDY-725-S01,Sahoo_etal_2018_Ib_Raigarh_Industrial_GW_3,https://doi.org/10.1007/s10661-015-4993-8,India,Chhattisgarh,Raigarh,groundwater,21.9,83.4,10/1/2017,0.031,0.003,0.025,0.01,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,3.5,3.8,9.5,3.4,industrial,1400,Haplic Acrisols,700,220
STUDY-726-S01,Singh_etal_2019_Ganga_Faridabad_Industrial_GW_4,https://doi.org/10.1007/s11356-016-7975-2,India,Haryana,Faridabad,groundwater,28.4,77.3,5/8/2018,0.045,0.005,0.04,0.01,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,2.1,3.5,8.2,2.2,industrial,740,Calcaric Fluvisols,2500,203
STUDY-727-S01,Keesari_etal_2017_Krishna_Vijayawada_Industrial_GW_3,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Krishna,groundwater,16.5,80.6,11/2/2016,0.018,0.002,0.012,0.005,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,5.2,1.4,10.5,2.4,industrial,1000,Pellic Vertisols,1500,23
STUDY-728-S01,Pandey_etal_2016_Yamuna_Baghpat_Industrial_GW_3,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Baghpat,groundwater,28.94,77.22,12/8/2015,0.018,0.002,0.012,0.006,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,9.1,2.2,16.5,4.6,industrial,780,Calcaric Fluvisols,1010,230
STUDY-729-S01,Rai_etal_2019_Ganga_Kolkata_Industrial_GW_4,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,Kolkata,groundwater,22.58,88.41,5/25/2018,0.065,0.007,0.06,0.028,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,2.5,1.3,6.1,1.8,industrial,1650,Gleyic Fluvisols,16800,8
STUDY-730-S01,Singh_etal_2020_Ganga_Kannauj_Industrial_GW_4,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Kannauj,groundwater,27.05,79.91,7/10/2019,0.035,0.004,0.028,0.013,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,2.1,2.3,6.2,2.1,industrial,850,Calcaric Fluvisols,980,143
STUDY-731-S01,Gupta_etal_2021_Hindon_Ghaziabad_Industrial_GW_4,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Ghaziabad,groundwater,28.67,77.46,11/22/2020,0.12,0.013,0.18,0.022,0.13,1.8,0.8,18.1,5.1,FALSE,Extracted from academic paper,1.2,1.5,5.1,1.3,industrial,800,Calcaric Fluvisols,4810,216
STUDY-732-S01,Singh_etal_2018_Tons_Prayagraj_Industrial_GW_4,https://doi.org/10.1007/s12665-011-1317-5,India,Uttar Pradesh,Prayagraj,groundwater,25.4,81.8,3/28/2017,0.018,0.002,0.012,0.011,0.015,0.15,0.025,1.3,0.21,FALSE,Extracted from academic paper,6.1,1.2,11.2,2.3,industrial,1020,Calcaric Fluvisols,1910,100
STUDY-733-S01,Chopra_etal_2018_Sutlej_Ludhiana_Industrial_GW_5,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Ludhiana,groundwater,30.9,75.85,9/15/2017,0.075,0.008,0.07,0.016,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,1.3,1.6,5.1,1.4,industrial,650,Calcaric Fluvisols,1930,261
STUDY-734-S01,Mondal_etal_2016_Damodar_Howrah_Industrial_GW_5,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.5,88.1,7/2/2015,0.07,0.007,0.065,0.016,0.068,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,2.1,1.5,6.1,1.6,industrial,1650,Gleyic Fluvisols,1210,9
STUDY-735-S01,Kumar_etal_2019_Ganga_Patna_Industrial_GW_4,https://doi.org/10.1016/j.envint.2019.05.080,India,Bihar,Patna,groundwater,25.6,85.1,3/20/2018,0.055,0.006,0.05,0.032,0.052,0.55,0.18,5.1,1.1,FALSE,Extracted from academic paper,3.5,1.3,8.5,1.6,industrial,1205,Calcaric Fluvisols,1940,58
STUDY-736-S01,Sahoo_etal_2020_Mahanadi_Cuttack_Industrial_GW_4,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,12/10/2019,0.035,0.004,0.028,0.01,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,3.1,1.4,8.2,2.1,industrial,1500,Haplic Acrisols,1220,30
CPCB-GW-2018-83,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Haryana,Gurgaon,groundwater,28.4595,77.0266,1/1/2018,0.021,0.002,0.018,0.007,0.019,0.22,0.05,2.1,0.4,FALSE,Extracted from CPCB 2018 GW Report,1.8,2.2,6.9,1.3,urban,720,Calcaric Fluvisols,1260,243
IWRIS-R-34,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Maharashtra,Pune,river,18.5204,73.8567,4/20/2021,0.018,0.002,0.012,0.005,0.015,0.18,0.04,1.5,0.28,FALSE,Extracted from India-WRIS portal; Mula-Mutha River,3.9,2.1,8.2,1.6,urban,720,Chromic Vertisols,1290,561
IWRIS-G-29,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,West Bengal,Kolkata,groundwater,22.5726,88.3639,12/15/2020,0.018,0.002,0.012,0.045,0.015,0.18,0.04,1.5,0.28,FALSE,Extracted from India-WRIS portal,3.8,0.5,8.5,1.1,urban,1650,Gleyic Fluvisols,4510,8
STUDY-737-S01,Singh_etal_2018_Yamuna_Delhi_Industrial_GW_6,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,9/28/2017,0.11,0.012,0.15,0.02,0.12,1.5,0.6,15.1,4.1,FALSE,Extracted from academic paper,0.9,1.2,3.8,1.3,industrial,774,Calcaric Fluvisols,30100,215
STUDY-738-S01,Kumar_etal_2019_Ganga_Kolkata_Industrial_GW_5,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.6,88.4,6/2/2018,0.075,0.008,0.07,0.028,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,2.2,1.2,6.1,1.8,industrial,1650,Gleyic Fluvisols,15800,9
STUDY-739-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW_6,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,12/8/2016,0.07,0.007,0.065,0.015,0.068,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,3.1,5.8,9.1,4.5,industrial,1000,Calcaric Regosols,410,316
